"","FID","Nombre_de_","Nombre_d_1","Descripcio","Operador","Longitude","Latitude","Municipio","Poblacion","COD_INE"
"111",435,"Estació d'FGC Sant Vicenç-Vila (ctra.)","L1559","Barcelona - Sant Sadurní d'Anoia (N41)","Soler i Sauret, SA",2.01389274000007,41.389114254,"Sant Vicenç dels Horts",28268,8263
"112",438,"Borgonyà","L1224","Torelló-Sant Quirze de Besora-Montesquiu (SC)","25 Osona Bus, SA",2.24174058600005,42.064475251,"Sant Vicenç de Torelló",2058,8265
"113",442,"Borgonyà","L1400","Vic - Sant Pere de Torelló (feiners)","25 Osona Bus, SA",2.24174058600005,42.064475251,"Sant Vicenç de Torelló",2058,8265
"114",445,"Estació FGC Bellaterra (pl. Pi)","L0512","Montcada-Ripollet-Cerdanyola-UAB-Bellaterra","Autocares R. Font, SA i Martí Renom, SA",2.09039899900006,41.501039903,"Cerdanyola del Vallès",57855,8266
"115",447,"Can Cerdà (D)","L0961","Barcelona - Cerdanyola del Vallès per Horta (A7)","Marfina Bus, SA",2.12246430500005,41.4599723110001,"Cerdanyola del Vallès",57855,8266
"116",448,"Patronat la Flor de Maig","L0961","Barcelona - Cerdanyola del Vallès per Horta (A7)","Marfina Bus, SA",2.12289716200007,41.466947324,"Cerdanyola del Vallès",57855,8266
"117",449,"Universitat Autònoma de Barcelona (Bella","L0541","Olot - UAB per Banyoles","Transportes Eléctricos Interurbanos, SA -TEISA-",2.10708852700003,41.5010806180001,"Cerdanyola del Vallès",57855,8266
"118",451,"Universitat Autònoma de Barcelona (Bella","L0540","Olot - UAB","Transportes Eléctricos Interurbanos, SA -TEISA-",2.10708852700003,41.5010806180001,"Cerdanyola del Vallès",57855,8266
"119",453,"Universitat Autònoma de Barcelona (Bella","L1624","La Granadella - Tarragona - Barcelona","Teresa y José Plana, Empresa Plana, SL",2.10708852700003,41.5010806180001,"Cerdanyola del Vallès",57855,8266
"120",457,"Cercs","L0225","Castellar de n'Hug - Berga - Barcelona","SA Alsina Graells de Auto Transportes",1.86114178800005,42.1461689020001,"Cercs",1150,8268
"121",465,"Cercs","L0414","La Pobla de Lillet - Tarragona - Cambrils","SA Alsina Graells de Auto Transportes",1.86114178800005,42.1461689020001,"Cercs",1150,8268
"122",467,"Garraf","L1186","Olivella - Barcelona","Cintoi Bus, SL",1.90398401600004,41.2558533750001,"Sitges",29553,8270
"123",469,"Vallcarca","L1186","Olivella - Barcelona","Cintoi Bus, SL",1.86258634200004,41.240850471,"Sitges",29553,8270
"124",471,"Sora","L0667","Sant Quirze de Besora-Sora-Sant Quirze de Besora","25 Osona Bus, SA",2.16037062900006,42.1104359940001,"Sora",212,8272
"125",473,"la Torre-ramona","L0676","Santa Maria de Bellver - Barcelona","La Hispano Llacunense, SL",1.82210363600007,41.4221601580001,"Subirats",3104,8273
"126",477,"la Torre-ramona","L1365","T-BUS","La Hispano Llacunense, SL",1.82210363600007,41.4221601580001,"Subirats",3104,8273
"127",484,"el Pago (A) MB0160","L0465","L'Ordal-Vilafranca del Penedès, per Cantallops","Autocars Vendrell, SL",1.81436011000005,41.386024149,"Subirats",3104,8273
"128",485,"el Pago (A) MB0160","L0075","Barcelona (Collblanc)-Avinyonet del Penedès L50","Soler i Sauret, SA",1.81436011000005,41.386024149,"Subirats",3104,8273
"129",486,"el Pago (A) MB0160","L0710","Subirats - Sant Sadurní d'Anoia","Autocars Vendrell, SL",1.81436011000005,41.386024149,"Subirats",3104,8273
"130",489,"el Pago (A) MB0160","L1085","BCN (F.Macià)-Avinyonet per autop.fins Molins L57M","Soler i Sauret, SA",1.81436011000005,41.386024149,"Subirats",3104,8273
"131",491,"Casablanca MB0161","L1365","T-BUS","La Hispano Llacunense, SL",1.83624837700006,41.424168637,"Subirats",3104,8273
"132",498,"Súria (estació d'autobusos)","L0131","Barcelona - Solsona - la Farga de Moles","SA Alsina Graells de Auto Transportes",1.75047323700005,41.832312717,"Súria",5948,8274
"133",500,"Súria (estació d'autobusos)","L1446","Solsona - Manresa - Barcelona","SA Alsina Graells de Auto Transportes",1.75047323700005,41.832312717,"Súria",5948,8274
"134",505,"Tagamanent","L1246","Barcelona - Granollers - Vic (SC)","Empresa Sagalés, SA",2.26689711000006,41.738468567,"Tagamanent",318,8276
"135",507,"Talamanca","L1310","Manresa - Talamanca - Mura","Transbages, SL",1.97790711400006,41.735846931,"Talamanca",209,8277
"136",509,"l'Obac","L0737","Terrassa - Castellbell i el Vilar (el Burés)","Transportes Generales de Olesa, SAU",1.95392714500002,41.61952189,"Vacarisses",6832,8291
"137",511,"Estació de Rodalies Terrassa-Nord (A)","L0741","Terrassa-Mura","Transportes Generales de Olesa, SAU",2.01354829500002,41.569816159,"Terrassa",223627,8279
"138",515,"Estació de Rodalies Terrassa-Nord (A)","L0121","Barcelona-Terrassa-Sabadell-Barcelona (N61)","Marfina Bus, SA",2.01354829500002,41.569816159,"Terrassa",223627,8279
"139",517,"Estació de Rodalies Terrassa-Nord (A)","L1557","Terrassa - Matadepera (N66)","Marfina Bus, SA",2.01354829500002,41.569816159,"Terrassa",223627,8279
"140",518,"av. Josep Tarradellas - pl. Lluís Compan","L0737","Terrassa - Castellbell i el Vilar (el Burés)","Transportes Generales de Olesa, SAU",2.00371331300005,41.5705870370001,"Terrassa",223627,8279
"141",519,"Ca n'Amat de la Muntanya","L0737","Terrassa - Castellbell i el Vilar (el Burés)","Transportes Generales de Olesa, SAU",1.99031031400006,41.584800509,"Terrassa",223627,8279
"142",521,"Parc Vallès - av. Santa Eulàlia","L0232","Castellbisbal - Terrassa - Sabadell (Can Rull) C7","La Vallesana, SA",2.02707618400007,41.5523223540001,"Terrassa",223627,8279
"143",523,"Parc Vallès - av. Santa Eulàlia","L0121","Barcelona-Terrassa-Sabadell-Barcelona (N61)","Marfina Bus, SA",2.02707618400007,41.5523223540001,"Terrassa",223627,8279
"144",525,"Parc Vallès - av. Santa Eulàlia","L0123","Barcelona-Sabadell-Terrassa-Barcelona (N64)","Marfina Bus, SA",2.02707618400007,41.5523223540001,"Terrassa",223627,8279
"145",529,"Parc Vallès - av. Santa Eulàlia","L1586","e2 Terrassa - Barcelona (Sagrera)","Marfina Bus, SA",2.02707618400007,41.5523223540001,"Terrassa",223627,8279
"146",532,"Calcoix","L0167","Blanes - Girona","Barcelona Bus, SL",2.75632365200005,41.7547709900001,"Maçanet de la Selva",7066,17103
"147",534,"c. Borgonyà - Estació","L1400","Vic - Sant Pere de Torelló (feiners)","25 Osona Bus, SA",2.25979865800002,42.0519570280001,"Torelló",14400,8285
"148",536,"c. Borgonyà - Estació","L1401","Vic - Sant Pere de Torelló (festius)","25 Osona Bus, SA",2.25979865800002,42.0519570280001,"Torelló",14400,8285
"149",537,"Vilanova d'Espoia","L0377","Igualada - les Pinedes de l'Ermengol","Montferri Hermanos, SL",1.65416423600004,41.5153078600001,"La Torre de Claramunt",3741,8286
"150",550,"Cal Ticubor","L0402","La Llacuna - Vilafranca del Penedès","La Hispano Llacunense, SL",1.58272870900004,41.426809946,"Torrelles de Foix",2398,8288
"151",552,"les Llambardes","L0402","La Llacuna - Vilafranca del Penedès","La Hispano Llacunense, SL",1.56056532600007,41.4392529040001,"Torrelles de Foix",2398,8288
